,text
22590, Android Developer - Json/xml XML| OOAD| JSON| Android Studio| Data Structure| Android
22591,Oracle DBA For Hyderabad | Oracle IDCExadata|Dataguard|Database Administration|DBA|RAC|Oracle Database|Oracle DBA|Golden Gate|Performance Tuning|Senior Oracle Database Administrator|Oracle Database Administrator
22592, Analyst/sr. Analyst business research| Industry Research| Market Research| Technology Consultant
22593, Urgent Opening For Intern Biomedical Engineer For Delhi Ghitorni Design| design engineer| r&d| Research| Testing
22594, Project Manager - Product C++| Automation| Project management| Debugging| Javascript| Agile| Data structures| Photoshop| SQL| Python
22595, Java Developer SQL| Oracle| HTML| Core Java| jQuery| Agile| Web services| Spring| continuous integration| J2Ee
22596, Frontend Engineer Javascript| HTML| Test cases| Backend| Front end| Web technologies| TDD| SAAS| Unit testing
22597, Technical Leader - Testing Graphics| C++| JTAG| Linux| Performance management| Debugging| Data structures| Device driver development| Middleware| Android
22598, Mobile Testing Experts / Mobile Test Leads android sdk| development| sqlite| gwt| android| testing| usage| mobile| xcode| tools| eclipse| open source| database| automation| blackberry| web| mobile testing| mysql| applications
22599, Business Analyst project management| Business Analyst| Financial Forecasting| FPA| costing| project planning
22600, VFX Artist Video editing| Photoshop| Visual Effects| Software packages| Video Editor| Manager Technology| 3D| VFX
22601, Urgently Required Store Manager retail sales| marketing strategy| customer service management| mall management| store management| inventory management| customer relationship| sales achievement| sales planning| sales promotion
22602, Junior Software Developer PHP| Codeigniter Framework| Javascript| React.Js| MySQL| Software Development
22603, Digital Marketing Executive Digital Media| Internet Marketing| Google AdWords| Digital Marketing| Email Marketing| Search Engine Marketing| Social Media Marketing| Content Writing| online media
22604," Interviews: Salesforce Dev. Compumatrice Pune,on 20 July, Saturday salesforce| visualforce| web technologies| triggers| force.com| big data| apex| application development"
22605, Senior Quality Assurance Engineer Usability Testing| Software Testing| Test Cases| Functional Testing| Automation Testing| Quality Assurance Engineering| GUI| Life Cycle| Technical Specifications| Web Technologies| Manual Testing
22606, Ot Technician Medicine| MIN| mbbs| Acls| Pharmacy| Copyrights| Billing| Open
22607, Software Development Engineer in Test | Hyderabad | Leading MNC  C#| Software Developer| SDET| JavaScript| API| Oracle| Bamboo| sql server| Python| SQL
22608, Tele Marketing Executive Voice process| Outbound| Excel| Sales| Telecalling| Tele Marketing Executive| Customer interaction
22609,Prinicipal Specialist Learning & Organizational DevelopmentHR|Training Delivery|Learning|Selection|Organizational Development|LMS|Instructional Design|Soft Skills|Training Needs|Job Analysis
22610, Senior Software Developer - IBM Security - Maas360 software architecture| technical management| product planning| software development| operating systems| software developer| NoSQL| Big Data| Java| C++| Scripting
22611," Urgently Require- Programme Manager- Monitoring & Evaluation, Noida-62 Project Management| Market Research| Monitoring Tools| Strong Analytical Skills| Program Management| Data Analytics| Capacity Building| Improvement Activities| Social Science| Field Testing| Monitoring| Evaluation| SPSS"
22612, Senior Backend Developer - Java/mongodb Java| Multithreading| Docker| OOPS| MySQL| Redis| MongoDB| Webservices| Memory Management
22613, Senior Manager - Business Development/loyalty Solution Sales Sales| Business Development Manager| B2B Sales| Solutions Sales| Corporate Sales
22614,Senior Murex Recruiterhiring|recruitment|onboarding|strategy|sourcing|retention
22615," Opening for ""creative Director"" for a Leading Advertising Agency. Creative Director| Strategic Planning| Campaign Management| Illustrator| Copywriter"
22616, Collection Executive - Hyderabad-Commercial Vehicles collection| Commercial Vehicle
22618, Vacancy for Team Leader Operations (Voice) in Bangalore Team Leading| Team Leader
22619, Java EJB Developer Java EJB Developer
22620, Sales Manager - Design Engineering Services Overseas Domestic re - engineering| rpt| reverse engineering| engineering services
22621, Assistant Manager HR Assistant Manager HR| Performance appraisal| Management| Business Executive| Recruitment
22622, Senior Project Manger Public Sector| Root cause| Agile Process| IT Project Management| Objection Handling
22623, HIL Test Engineer Test Engineering| DSpace| Hil Testing
22624, Master Chef - For STAR Hotel cooking| hotel management| restaurant management| indian
22625, Hiring for Sr Manager - Datacenter Architect for BPO @ Gurgaon togaf| vmware| ccna| ITIL| TCP| Ddos| Proxy
22627,Legal Manager - Pharma ( Jubilant Generics Ltd )Law|Llb|Contract Drafting|Legal Issues|Litigation|Legal Notices|Agreements|Llm|Contracts|Regulatory Compliance
22628, Back Office Executive Assistant| Must know English| Back Office| Hindi
22629, Sales/Marketing Executive Cold calling| English| Networking| Social media| online reputation management| Consulting| Market research| Sales Executive| MS Office
22630, Informatica MDM Developer development testing| Conflict resolution| Design development| Database| Data quality| Informatica| Quality tools| Troubleshooting| System analysis| Testing
22631, Network Specialist Interpersonal skills| Ccie| Networking| Customer handling| CCNA| CCNP| Technical support
22632, Am/dm- Vendor Development sourcing| vendor development| costing| electronics components manufacturing
22633, Insights Android Developer Application development| Open source| Android| Computer science| Version control| MVVM| Control system| Agile| Android SDK| Information technology
22634, Senior Developer - Hybris Backend| SAP| Analytical| Agile| E-commerce| Scrum| PCM| SDLC| Supervision
22635, Spend Analyst/ Sr. Spend Analyst Procurement| Spend Analyst| Excel| SAP MM| Data Mining| Operations| Analytics| Ariba| SQL
22636, Agriculture Field Officer Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management
22637, Technical Support Associate Communication Skills| Written Communication| WAN| IP| Technical Support| International Process| Switching| Netgear| LAN Networking
22638, Web Developer MS Outlook| Consulting| MS Office Word| CVS| Excel| Web technologies| Client interaction| Powerpoint
22639,Product Managermarketing|product launch|validation|pricing strategy|new product development|product management
22640, Sales Head (IRM London) risk management| education sales| b2c| b2b| Institution Sales| coaching| business development| sales| Counselling
22641," WTX/ ITX Developer, 3 To 6 yrs wtx| edi"
22642, Urgent Opening For RPA Business Analyst. rpa| business analysis| business analyst
22643, Assoc. Lead - App Dev Process automation| ERP| Architecture| Artificial Intelligence| Machine learning| application architecture| Analytics| Robotics| SQL| CRM
22644, Senior Manager - Property Acquisition/real Estate Sales| strategy| Branding| Acquisition
22645," Computer Operator/ Data Entry Operator/ Typists, Earn 2k-3k Daily data entry operation| offline| freelancing| freelancer| part time"
22646, Hiring Tele Callers / Tele Marketing / Telesales Executive credit card sales| Tele Sales Executive| Telesales| negotiation| Telecom Sales| sales
22647, Customer Support Executives data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management| Intellectual Property| CRM
22648, Walk-in for Sales Mgt Trainees( IT Sales)23rd to 30thjune@ Locuz MUM enterprise sales| corporate sales| it hardware sales| government sales| IT SALES
22649, Product Engineer (node Js/react JS) Software Development| Backend| Frontend| Product Engineer| MVC architecture| Node JS| React JS
22651, Opening for Online Sales Profile- Noida Outbound| Online Sales| Health Insurance| Relationship Management| Inbound Process| Field Work| Communication Skills
22652,Automated TestingAutomation|Selenium|Business process|Test strategy|Outsourcing|Operations|PLSQL|Customer service|Automation testing|Functional testing
22653, Safety & Security - Head security operations| policies| training| recruitment| Hotel Management| hospitality management| Bhm
22654," Director, Global Sales, New global sales| Market analysis| Operational excellence| Team management| Strategic account management| Performance appraisal| Issue resolution| Office management| Operations| Profitability analysis"
22655, ESD PP - ADAS - Senior Visualisation Architect RTOS| Linux| Python| Architect| webgl| Debugging| Opengl| Application development| MongoDB
22656, Model Risk- Associate Risk management| C++| Financial services| Operational risk| Monitoring| Market risk| Investment management| Relationship management| Change management| liquidity risk
22657," Required, 10th,12th Pass, Graduates For bpo, Call Center, data Entry digital marketing| bpo| bba| freelancing| bca| online promotion| web marketing| bca fresher| kpo| call center| trainee| Data Entry| internet marketing| mba| part time| sales| sales and marketing| online marketing| fresher| bcs| typing| freelancer"
22658, IT Helpdesk Profile Technical support| Troubleshooting| Customer support| Tools| IT hardware| Telecom engineering| Hardware networking| IT helpdesk| Software installation| Desktop support
22660, Chief Executive Officer Far| Finance| MIS Reporting| Ceo| chief executive officer| Leadership| Vision| Guru| Marketing
22661,Data EngineerJava|C++|Hive|C|Data Structures|Hadoop|SCALA|Big Data|SQL|Python
22662, Software Engineer II Wireless| Product management| Software development methodologies| Linux| Debugging| Agile| Data structures| Scrum| SIP| Python
22663, Opening For Business Development Manager with Exhibitions Company sales business development| Business Development Manager| business development executive| bdm| Business Development
22664, Identity and Access Management Identity Access Management| Azure| Windows OS| IDM| IAM| Migration| Troubleshooting| Active Directory| sso
22665, Inside Sales Manager Target Achievement| Cross Selling| Inside Sales| client servicing| business development| Sales Management| Review| Client Interaction
22666, Hiring RPA Developer with Macros - Andheri macros| RPA
22667," Python Trainer, Digital Marketing Trainer, Data Science, AWS Trainer Coder| Python Developer| Digital Marketing| faculty| Training| Data Science| Coding| trainer| english| training manager| AWS| Python"
22668, Acquisition Manager Customer acquisition| Banking| Corporate| Business planning| Customer experience| Sales management| Cost
22669, Enterprise Account Manager(related To Software IT Industry Only) Sales| Key Accounts| Accounting| Account Management| Customer Satisfaction| Presales| Contract Negotiations| AWS
22670, Depot Incharge-Hyderabad tpp| fleet management| asp
22671, Sr. ASPdot net MVC Developer Performance tuning| jQuery| XML| SSRS| Debugging| Agile| Application development| Scrum| Visual Studio| SSIS
22672, Senior Buyer cost reduction| procurement management| spend management| buyer activities| price negotiation| senior| procurement| telecalling| cost optimization| negotiation skills| vendor negotiation| commercial negotiations| freelancer| technical voice process
22673, Process Engineer Process engineering| Chemical| Compliance| Quality systems| Business Executive| Advertising| Project execution| Process equipment| Hydraulic calculations| PFD
22674, Temenos T24 - Associate / Sr Associate Financial Services| Temenos T24| JBase| Release Management| Environment Management| Design Studio| Framework Design
22675," Director , Channel Insights MIS| Analytics| Auditing| Business process| Monitoring| Automation| Operations| Predictive modeling| Front end| Reporting tools"
22676, Consultant open source| oracle| upgrade| tdd| product development| scrum| mysql| agile| tools| application development
22677, Security Supervisor Security Supervisor| Team leading| Business Executive| Supervision
22678, Fresher Trainee Excel| MIS| Powerpoint
22679, IT Sales Executive / Software Sales / Cloud Sales data center| hosting| it sales| azure| aws| web hosting| cloud| software sales| Software Solution Sales| It Solution Sales
22680, Java Developer Unix| Technical support| Linux| Object oriented design| Solution design| development| technical| software| Application software| application| Technical design| design| debugging| Continuous improvement| Amdocs| Software solutions| support
22681, Experienced Counter Sales Counter Sales| retail sales| fmcg sales
22682,Business and Integration ArchitectProject development|ERP|management|Project management|SSRS|Microsoft Dynamics AX|Outsourcing|Business strategy|Operations|Integration Architect
22683, Floor Manager - Call Centre ( Persistency ) training| call center operations| mystery shopping| Inbound| outbound| call centre| Renewals
22684, Inviting Exp as CCE in International BPO in Saltlake Voice process| Outbound| US shift| Customer Care Executive| Bonus| Technical support| International BPO
22685, Hindi- High School Teacher Teaching| Educator| Counselor| Mentor| Trainer| Advisor
22686, Creative Head / Art director Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management
22687, Sales Officer Trainee Secondary Sales| Sales Promotion| Distribution| New Product Launch| Promotions| Primary| Market Analysis| Relationship Building| Stock Management| Loyalty Programs| Sales Officer| Sales Executive| Area Sales Executive
22688, Business Analyst Customer Relationship| Business Requirement Analysis| Project Management| Requirement Gathering| business strategy| System Analysis| business analysis| Quality Assurance| Business Consultant
22689, Hiring For BT Captive / UK Chat Process / UK Shift / SAL 25K / Gurgaon bpo| blended| captive unit| international bpo| chat process| back office| customer service| web chat| call center| blended process| customer support| british telecom| bt| chat| uk| uk process| captive| non voice| backend| international| uk shift
22690, Production Support - Automation Testing BPO| Selection process| Automation testing| Production support| ITES
22691, Opening For Alliance Manager - Mumbai Sales| alliance| Strategic Alliances| Finance| Strategy| alliance management| Business Development| Dealing| IT Projects| Stakeholder Management
22692, Business Development Executive project planning| project management
22693, iOS Developer javascript| coding| html| development| c| solid| level| unit testing| it| ios| application development| objective c| application| web| design patterns| product development| design| agile| programming| applications
22694, Digital Marketing Executive Digital Marketing| Marketing Campaigns| Digital Media| Marketing Management| Strategy| CRM| Content Creation
22695, ABAP with PI Consultant JMS| SAP| ABAP| development| interfaces| java| configuration| Transport management| EDI| SOAP| email
22696, Opening for Asp.Net - Vara United Asp.net| mvc| C#| Angular
22697, Account Manager bfsi| lead generation| financial| Client Relationship Management| business development| sales| account management| direct sales| banking
22698, Planning Manager networking| project management| ing| mep| facilities| manpower| msp| life cycle
22699, Instructional Designer Instructional Design
22700,Microsoft Server Support Engineer – Walkin Tomorrow (tuesday)Server Support|Windows Server|Outlook Express|Microsoft Server|Hardware|RAID|Active Directory
22702,Job DescriptionHr Executive
22703, .net/full Stack Developer - C#/vb/webapi .Net| C#| VB| jQuery| CI| CD| Entity Framework| SQL Server| SSRS| TFS
22704, UX Designer - Photoshop/illustrator UX| Application Designing| HTML5| CSS3| Photoshop| Illustrator
22705,IT Network EngineerCCNA|CCNP|Cisco Networking|Ccda|Switching|Routing|Network Engineering|Cisco Certified|Riverbed|Firewall
22706, Tcs Hiring for Python Developer for Kolkata Location SQL| Informatica| ETL| Talend| Server Side| Life Sciences| Performance Management
22707, Autocad-executive-ola Electric Design| AutoCAD 2D
22708, Associate Professor Physiotherapy teaching| Physiotherapy| Associate Professor
22709, Accountant - Worli Financial Accounting| Finance| Taxation| Auditing| Tax Returns| Accounts Payable| General Ledger| Financial Statements| Reconciliation| Profit| SAP
22710, Sales officer / Medical Representative Dental Products Sales representatives| Medical Representavites| Healthcare sales| Dental Products| Business Development| Sales Executive| Dentistry| Dental Implant| BDS| MDS| Dental Surgeon| Healthcare product| Oral Care| Surgical Product
22711, Project Manager - Analytics-insurance Domain Data Science| Project Management| Customer Experience| Cross Selling| Advanced Analytics| Project Delivery| Project Planning| Operations| Predictive Analytics
22712, Web Designer jQuery| Web technologies| Illustrator| Layout| Wordpress| Corel Draw| Javascript| E-commerce| Photoshop| CSS3
22713, KPMG Global Services:: Devops Engineer (assistant Manager / Manager) Cloud| Devops
22714, Journalism and Mass Communication- Professor Counselor| Teaching| Mentor| Trainer| Advisor
22715, Excellent Opportunities For Spring boot For c2h Position For Bangalore Java| Linux| Continuous Delivery| Continuous Integration| Build| CI| Spring Boot| AWS| IT Projects| SQL
22716, QA Engineer SQL| Automation| Open source| Testing tools| Test cases| White box testing| Black Box Testing| Computer science| Regression testing| Scheduling
22717, Android Developer @ Bangalore android sdk| MVVM
22719, Software Architect Automation| Linux| Windows| Bss| Agile| XSLT| Application development| Open source| Ruby| Python
22720, Senior Liaison - Cleantech customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| Business Development
22721, Sr. Sales Officer MIS Reporting| Sales Executive| sales officer| Coordination
22722, Technical Support Engineer technical support| software services| production support| software solutions| enterprise software| open source| test cases| technical support engineer| Microsoft Azure
22723, Front End Architect Product quality| Translation| Front end| DOM| GIT| Web technologies| Javascript| JSON| SVN
22724, UI UX Designer PHP| HTML| SEO| jQuery| CMS| Open source| Graphics| Illustrator| Content management| Social media
22725, Embedded Software Engineers Coding| Debugging| Embedded software| Automotive| FE analysis| Embedded systems| C| RTRT
22726, Teksystems is Hiring Sr. AEM Developers_hyderabad_immediate Joiners rest| web services| xml| j2ee| Aem| html| dhtml| javascript| java servlets| core java
22727, Required Technical Support Experienced Callers in Inbound Voice Proces Outbound| Medical| Technical support| Technical Support Associate| Email| US shift| Inbound voice process| Antivirus| Troubleshooting| Comp
22728, Assistant Manager - Certification Sales Educational Sales| education sector| Institutional sales| Education Industry
22729, Bangalore - Senior - Software - Engineer Performance Analyst| C++| Graphics| Debugging| Gaming| X86| Fortran| Performance analysis| Root cause analysis
22730, Urgent Requirement For Tele Caller For MNC Company BPO| Banking Process| Telecalling| english| hindi| telugu| Tele Marketing Executive| Tele Caller
22731, Senior Associate - Mobile Development Objective C| Ios Development| IPad| IPhone| SQLite| C++| Mobile Application Development| Mobile Applications| OOPS| Database| Mobile| iOS| C| Mobile Development
22732, Agile Coach - Associate Manager Analytical| Consulting| SPC| Customer service
22733, JOB Opportunity | NON IT Recruitment | PUNE non it recruitment| hiring| recruitment| hr recruiter| senior recruiter| ites recruitment| strategic sourcing| bpo recruitment| Human Resource Management| hr
22734, PHP Developer Retail| PHP| Technical architecture| SEO
22735, Urgent Opening for oracle| os| database administration
22736, Tech Lead (.net MVC Web API) Team Management| asp.net programmer| Azure| SQL Server Development| .net developer| .net programmer| Web Technologies| Dot Net Developer| asp.net developer| .Net| MVC
22737, Ahmedabad market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy
22738, Customer care executive BPO| Customer service| Customer support| Customer Care Executive| Technical support| international clients
22739, Job Title/designation: Job||urgent Opening For Quality Assurance Design| Clothing| Production| Quality Check| Product Quality| Manufacturing Operations| Garments| Quality Assurance| Fabric| Quality Control
22740, Linux Server Administrator Linux Administration| Linux Server| Infrastructure Services| Service Delivery| Managed Services| Veritas Cluster| Technical Services| Software Support| IT Infrastructure| Server Administration
22741, Engineer/lead - Java/jdbc/j2ee Java| JDBC| RDBMS| Spring Boot| Data Structure| Algorithm| AJAX| Github| Application Designing| J2EE
22742, Back office/ Admin Office Administration| Tally ERP| Letter Drafting| Back Office| Data Entry| Administration Work
22743, DAY - UK - US - AUS Shift &amp; Sat-sun OFF. SAL Upto 45k / Pilot Process voice| blended| call centre| csr| international bpo| technical| jp| serco| australian| sutherland| banking| tsr| fresher| international voice process| collections| dayshift| bpo| australia| call| amex| cse| ibm| chat| uk process| looking| uk shift
22744, Vacancy For Admission Counsellor/customer Relation- Mumbai Counselling
22745, Quality Associate Manager Project management| Process improvement| CMMI| Agile| project governance| Quality implementation| Quality system implementation| Auditing| management| Process implementation
22746, ZOHO CRM Consultant - Integration Architect (remote / Work from Home) Integration| SAAS| c.r.m.| Salesforce| sfdc
22747, NBFC Requires Senior Accountant in Delhi Tally| Accounting| MIS| Account Management| key account
22748, Accounts Manager - Construction Group Professional Tax| Returns| Handling Petty Cash| TDS| Accounting| ROC Work| Sales Tax| Scrutiny| Income Tax Return| Taxation
22749, Full Stack Software Engineer - AngularJS / Ruby on Rails MySQL| Javascript| Python| MongoDB| Django| C| Postgresql| Ruby| Web Application Development| Android
22750,Correspondent and Content Writer – Gurgaon (2-5 Years)Google Analytics|Blogs|Social Media|Articles|Content Development|Keyword Research|Digital Marketing|SEM|SEO|Content Writing
22751, Looking for International Inbound Calling Tech Sales Process Outbound| Sales process| Voice process| Technical| US shift| Technical support| Inbound calls| Bonus
22752, Sales Officer For Life Insurance Companies Banca| Sales| Insurance| sales insurance| life insurance
22753," MBA HR, Bangalore, 0-2 Yrs Hr Mba| MBA HR"
22754, Business Development (sales): Interior Design Firm: Delhi: 5lpa Corporate Sales| Interior Designing| windows| Doors| Furnishing| furniture| Modular Kitchen
22755, Store Manager - Retail Sales - Premium Athlete Brand Store Manager| Retail Sales| Store Sales| Sales| Sales Operations
22756, Engineering Project management| Automobile engineering
22757, Openings for Quality Analyst for Banking Process - Customer Service customer service| banking process| quality analysis| quality checker| international bpo| voice process| inbound calls| bpo| domestic bpo| banking
22758, Senior Software Engineer - Java/ J2EE Java| J2EE| Spring| Webservices| OOAD| MySQL| Redis| MQ| Data Structure| Algorithm| eCommerce
22759, Branch Service Partner Trade finance| Customer satisfaction| Process documentation| Reconciliation| CMS| Cash management| Transaction processing| Back office operations| ISO 9001-2000| Six sigma
22760, DAY Shift @ Noida - Freshers Eligible - SAL- Rs 2.6 LPA BPO| BBA| Btech| BCOM| CCE| customer service| Customer care| Customer support| Dayshift| Freshers| Tellecaller| Communication Skills| International BPO| International Voice Process| BA
22761," Frontend Developer (angular 2, 4, 5, 6),start Up Healthcare , Pune javascript| html| css3"
22762, Urgent Hiring For PLC Programmer PLC| Siemens| Mitsubishi
22763, Sr. Business Analyst Data analysis| Usage| Technical writing| business case development| Business process modeling| Project delivery| Cost benefit analysis| Business case| Monitoring| Quality management
22764, Medical Coding Day Shift Jobs - Life Science & Paramedical Grads biotechnology| biology| OT| microbiology| nursing| biomedical| medical coding| medical coder| biochemistry| pharmacy| zoology
22765, Retail Store Executive Stock Planning| Retail| Store Operations| Stock Taking| Inventory Management| Visual Merchandising| Sales Forecasting| Stock Control
22766, Freshers Interview Typing| Computer| MS Office Word
22767, US Based Leading Company Hiring for Helpdesk Consultant technical helpdesk| service desk| team leading| hardware networking| it service delivery| IT helpdesk
22768," Senior Java Developer, spring boot| rest| karma| java| oracle| spring batch| j2ee| scrum| agile"
22769, ASM /RSM (diagnostic Industry) Ahmadabad / Mumbai / Bangalore sales| elisa| chemical| diagnostic
22770, Urgent Hiring for Desktop Support Outlook Configuration| Installation| Configuration| Desktop Support| technical support engineer| desktop support engineer
22771, Cdp/dcdp For Renowned International Chain Bakery (magnolia Bakery) dcdp| Bakery Chef
22772, Deputy Manager Operations Deputy Manager| Operations Management
22773, Consultant - General Physician - MD - Multi Speciality Hospital internal medicine| Internal Medicine| General Medicine| general medicine
22774, Urgent Opening for Sr. Executive-digital Sales Digital Advertising| Sales
22775, Design Engineer AutoCAD| E| Design Engineering| Eplan
22776, field servicing engineer Infrastructure| Management| Servicing| Electricals| Testing
22777, Openings For Service Desk Management_bangalore Service Desk| it helpdesk| help desk
22778, Urgent Opening for the People who can Speak Bengali &amp; Oriya Oriya| Bengali
22779, Online Marketing Executive Online marketing| Project management| Online bidding
22780, Hiring Sr. Executive Talent Acquisition For a Reputed QSR in Bangalore talent acquisition| qsr| Restaurant| Hospitality| screening| recruitment| hotel| retail
22781, Digital Marketing Manager Brand Marketing| Google Analytics| Social Media| Marketing Management| Youtube| Twitter| Digital Marketing
22782, Sales Executive market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy
22783, Senior Scientist Banking| Taxation
22784, Enterprise Sales/Account Manager Enterprise sales| Sales account
22785," Rep, Client Processing asset servicing| Transcription| Client servicing| Transaction processing| Research| Operations| Monitoring| Supervision"
22786, Branch Service Partner Compliance| Audit compliance| Customer satisfaction| Customer service| Operations| Service quality| Monitoring| ISO 9001-2000| Auditing| Six sigma
22789, Technical Content Writer Content Writing| Editing| Editorial| Articles| Copy Writing| Proof Reading| Journalism| Content Management| Social Media| Keyword Research
22790, IoT Embedded Software/firmware Engineer embedded software developer| c++| c| embedded software development| iot| embedded c++| embedded software| embedded systems| embedded c| i2c| programming| embedded software engineer
22791, Software Engineering - Vice President Unix| Performance tuning| Linux| Coding| Application programming| Machine learning| Troubleshooting| Analytics| Monitoring| Financial services
22792,Salesforce CPQOracle|CRM|Salesforce|Business process|Outsourcing|Analytical|Operations|Design development|Visualforce|Apex
22793, Front Desk Executive Fax| Receptionist Activities| Front Office| MS Office| Office Equipment
22794, Firmware Engineer c| uart| i2c| spi| zigbee| c++| firmware| embedded software development| wifi| wireless networking
22795, Manager - Data Privacy data privacy
22796, Solution Architects - Implementation Core Java| C++| Coding| Debugging| Employee engagement| Wellness| Product implementation| Solution delivery| Product support| Solution Architect
22797, Urgent Hiring For Database Programmer- Gurgaon SSIS| SSRS| SSAS| Power Bi| T - SQL| C#
22798, Backend Back Office Executive Chat Support inbound| customer calling| Data Entry| Backend Operations| Back Office| Back Office Support| Backend| Bpo Non Voice| Non Voice| Non Voice Process| Typing| Hindi Typing| Calling| Voice| Call Centre| Night Shift| Fresher
22799,Hiring For It End to End Recruiter!IT Recruitment
22800, IMS Engineer Linux| RTOS| Coding| Debugging| IMS| SIP| System programming| Protocol stack| Integration testing| RTCP
22801, Hiring DATA Entry Operators for Janakpuri Location sal 15k Data Entry| Typing Speed| Computer| Data Entry Operator| Computer Operator| domestic process
22802,Team LeaderProcess Training|Team Management|Operations Management|SLAS|Team Leading|Escalations|Customer Satisfaction|Customer Service|Service Delivery|Process Documentation|Team Leader
22803, Male Data Entry Operator from Logistics Co. from South Delhi Only Data Entry Operator
22804,Hiring AR / Sr AR Caller in Visionary RCM Infotech ChennaiAccess Healthcare|ar calling|AR Associate|Accounts Receivable caller|executive ar|senior ar caller|NTT Data|Omega|AGS|ar caller|Customer care representative
22805," Senior Data Analyst - Tableau - Gurgaon, HR HR"
22806, DGM - Technical man management skills| quality inspection| manufacturing operations| root cause| new product development
22807, Web / UI Designer PHP| HTML| SEO| PSD| jQuery| Illustrator| System programming| Corel Draw| Tools| Photoshop
22808, Immediate Requirement For Statistical Programmer at Chennai adam| ECRF| Clinical SAS Programmer| cdisc| Statistical Programming| sas programmer| sdtm
22809, Urgent Opening For Production Head(10 Years Exp) Production Manager
22810, Android Developer Android SDK| JSON| Android Application Development| SQL| Mobile Device Management| Application Architecture
22811, Wipro!! Mega Walkin For Pharma Covigilance Officer Role BPO| Communication Skills| Educational Qualification| Voice Process| Medical Coding
22812," Senior Manager, Customer Support resource planning| operations| issue resolution| Customer Support Manager| customer management| customer service| telephone handling| customer support"
22813, Business Development Executive (female) Presentation Skills| Fixing Appointments| target achievement| voice process| lead generation| strong communication skills| outbound calling| presales| new business development| Interpersonal Skills
22814, Sales Manager Affordable Home Loans Home Loans| Sales Management
22815, Marketing Executive - Male for Pune Nagar Location bde| industrial marketing| bdm| bdo| MBA Marketing fresher| sales| marketing| relationship officer| b2b sales| business development executive| Corporate Sales
22816, Solution Engineer Telecom| Solution design| Basic| 3G| Transmission| Electronics| Radio| Bid management| Technical documentation
22817, Software Engineer SQL| XML| Core Java| JBoss| Application development| Troubleshooting| Eclipse| Healthcare| Unit testing| Agile methodology
22818, Hiring!!! Skype For Business Consultant in Pune/bang/hyd tcp| Skype| smtp| cisco unified communications| voip| ip| pbx| pstn| sip| rtp
22819, Biotech Jobs in Gurgaon-Medical Representative English| Biotechnology| Pharmacy| Target achievement| Pharma| Clinical research| PHP| HTTP| Retail sales
22820, Assistant Manager - SOD SAP Security| SAP GRC| SOD| Auditing| Authorization| Mba Finance| Data Analytics| Business Process| Project Management| Risk Assessment
22821, Jewellery Cad Designer/ Jewellery Rendering/matrix or Rhino Operator Jewellery| Gems| Rendering| 3D Rendering| CAD Designer
22822, Microstrategy Architect_12 to 16 Years_gr.noida Microstrategy
22823, Warehouse Operations Manager Warehouse Manager| operations management| logistics management| warehouse operations| Warehouse Management| inventory management
22824, Associate - Regulatory Affairs - Pharma Regulatory Affairs| CTD| Project Management| Operational Excellence| Operations| Technical Documentation| Document Management| Annual Reports| Management Systems| Life Cycle
22825, Finance Executive Accounting| Finance| MIS| income tax| direct tax| corporate tax| taxation
22826, Assistant Manager - Collections Monitoring| Assistant Manager Collections| People management skills| Relationship| Legal| Cost
22827, Hiring For Google Content Writing creative writing| content development| fresher| blogs| content writing| public relation| content editor| corporate communication| content management| journalism| mass communication
22828, Datawarehousing Consultant - Informatica with Unix Oracle| Unix| Db2| Informatica| PLSQL| SyBase| RDBMS| DBMS| Business Executive| Marketing Executive
22829, Urgent Requirement- Assistant Restaurant Manager For Navi Mumbai Restaurant Management| F & B Manager| Assistant Restaurant Manager| Business Development| Floor Supervisor| ARM| Customer Handling| Floor Manager
22831,Walkin For Software Engineer/associate Software Engineerc++|.net|c#|oops|object oriented programming|sql|asp.net|c#.net|agile|Programming
22832, SOA + OSB? Developers JMS| SOA| Weblogic| BPO| System testing| Payroll| System integration| Bpel| Oracle SOA| Oracle 10G
22833," Multi Technician, Maintenance| Technician Activities| Maintenance Technician| ITI"
22834, Walk-in for Work From Home ( Research - Back Office) Internet| Excel Powerpoint| MS Office Word| Back Office| web research| Research| secondary research
22835, Home Material-controller Supply chain| SUB| Packaging| Anesthesia| Stores| Management| Operations| Monitoring| Logistics| Ideas
22836, SR Manager - Immigration Payroll & Taxation - Chennai MNC settlements| etds| E - TDS| Taxation| Payroll Processing
22837, Sap Bw Hana Consultant SAP BW
22838, PGT - PSYCHOLOGY Training| Psychology| Counselling
22839," Day Shift Medical Coding Jobs For D.pharm, B.pharm & M.pharm Graduates bhms| biotechnology| Zoology| GNM| microbiology| nursing| bams| biomedical| medical coding| medical coder| biochemistry| pharmacy| staff nurse| bsms"
